o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
85971,20371,O,345334.17,19920506,1-URGENT,Clerk#55,0,Order 85971 comment
85972,19050,P,70379.26,19940530,3-MEDIUM,Clerk#17,1,Order 85972 comment
85973,27604,F,212766.58,19971027,5-LOW,Clerk#58,1,Order 85973 comment
85974,45197,P,202484.39,19980811,1-URGENT,Clerk#96,1,Order 85974 comment
85975,32686,P,240491.61,19950529,4-NOT SPECIFIED,Clerk#94,0,Order 85975 comment
85976,41087,P,128089.8,19940927,3-MEDIUM,Clerk#27,0,Order 85976 comment
85977,26236,O,91663.57,19980911,2-HIGH,Clerk#48,0,Order 85977 comment
85978,17171,F,162836.22,19950713,2-HIGH,Clerk#76,1,Order 85978 comment
85979,9417,O,121515.58,19980227,1-URGENT,Clerk#90,0,Order 85979 comment
85980,32727,O,267033.29,19920424,1-URGENT,Clerk#97,0,Order 85980 comment
85981,10826,O,355837.51,19940217,3-MEDIUM,Clerk#95,0,Order 85981 comment
85982,210,O,153981.14,19960825,3-MEDIUM,Clerk#51,1,Order 85982 comment
85983,6217,P,2300.38,19980903,1-URGENT,Clerk#96,0,Order 85983 comment
85984,8862,P,146397.95,19960218,5-LOW,Clerk#38,1,Order 85984 comment
85985,11640,P,302816.91,19931120,4-NOT SPECIFIED,Clerk#12,1,Order 85985 comment
85986,47470,P,295927.39,19941020,2-HIGH,Clerk#55,1,Order 85986 comment
85987,21974,O,261437.19,19921215,5-LOW,Clerk#90,1,Order 85987 comment
85988,32214,O,385562.28,19930316,4-NOT SPECIFIED,Clerk#64,0,Order 85988 comment
85989,47125,O,45558.76,19981012,5-LOW,Clerk#63,1,Order 85989 comment
85990,18503,O,345758.28,19930901,1-URGENT,Clerk#65,1,Order 85990 comment
85991,36011,F,112436.54,19950411,5-LOW,Clerk#52,0,Order 85991 comment
85992,4461,P,141057.53,19971006,4-NOT SPECIFIED,Clerk#48,1,Order 85992 comment
85993,29857,O,84915.12,19951115,1-URGENT,Clerk#95,1,Order 85993 comment
85994,43438,P,222818.01,19940322,2-HIGH,Clerk#4,1,Order 85994 comment
85995,37211,P,35668.16,19970728,2-HIGH,Clerk#44,0,Order 85995 comment
85996,24658,F,73476.92,19981217,2-HIGH,Clerk#87,1,Order 85996 comment
85997,24229,O,325393.63,19921026,4-NOT SPECIFIED,Clerk#14,0,Order 85997 comment
85998,19510,P,360190.67,19950510,1-URGENT,Clerk#36,1,Order 85998 comment
85999,28950,O,215044.34,19970424,1-URGENT,Clerk#65,1,Order 85999 comment
86000,15053,F,264249.69,19940203,5-LOW,Clerk#98,0,Order 86000 comment
86001,19060,P,351432.49,19970314,2-HIGH,Clerk#92,1,Order 86001 comment
86002,3213,P,249956.03,19960103,4-NOT SPECIFIED,Clerk#68,0,Order 86002 comment
86003,20797,O,44375.37,19970411,5-LOW,Clerk#97,1,Order 86003 comment
86004,33442,P,388176.72,19980916,5-LOW,Clerk#49,1,Order 86004 comment
86005,46702,F,224035.73,19930330,3-MEDIUM,Clerk#91,1,Order 86005 comment
86006,2352,F,322635.96,19950906,4-NOT SPECIFIED,Clerk#34,0,Order 86006 comment
86007,48764,P,273019.05,19920324,2-HIGH,Clerk#8,1,Order 86007 comment
86008,1342,F,427103.8,19980910,4-NOT SPECIFIED,Clerk#64,1,Order 86008 comment
86009,46080,O,153300.28,19950522,1-URGENT,Clerk#28,0,Order 86009 comment
86010,17784,F,358046.15,19940319,3-MEDIUM,Clerk#85,0,Order 86010 comment
86011,4342,P,434987.65,19950307,1-URGENT,Clerk#93,0,Order 86011 comment
86012,43367,P,453352.81,19970501,4-NOT SPECIFIED,Clerk#99,0,Order 86012 comment
86013,10746,P,181410.26,19980909,5-LOW,Clerk#85,1,Order 86013 comment
86014,37433,O,441970.75,19980116,4-NOT SPECIFIED,Clerk#76,1,Order 86014 comment
86015,18740,P,137475.76,19920718,1-URGENT,Clerk#91,0,Order 86015 comment
86016,6721,F,499107.56,19980425,5-LOW,Clerk#8,0,Order 86016 comment
86017,14401,P,63193.76,19950101,3-MEDIUM,Clerk#28,1,Order 86017 comment
86018,37958,O,488733.63,19920911,5-LOW,Clerk#25,0,Order 86018 comment
86019,8567,P,346033.18,19970402,4-NOT SPECIFIED,Clerk#86,1,Order 86019 comment
86020,36826,P,498760.94,19961231,5-LOW,Clerk#89,0,Order 86020 comment
86021,14627,F,350819.77,19970728,2-HIGH,Clerk#94,0,Order 86021 comment
86022,426,P,334656.92,19920604,3-MEDIUM,Clerk#47,0,Order 86022 comment
86023,20925,O,28279.29,19920417,5-LOW,Clerk#91,1,Order 86023 comment
86024,27237,O,242044.15,19960323,4-NOT SPECIFIED,Clerk#31,1,Order 86024 comment
86025,41097,O,426252.94,19931206,1-URGENT,Clerk#26,0,Order 86025 comment
86026,3520,F,122562.76,19941024,5-LOW,Clerk#41,1,Order 86026 comment
86027,19718,P,158085.32,19950620,5-LOW,Clerk#70,1,Order 86027 comment
86028,29431,P,446724.61,19950903,5-LOW,Clerk#87,0,Order 86028 comment
86029,10327,F,64886.02,19970524,5-LOW,Clerk#1,0,Order 86029 comment
86030,16892,O,112724.92,19940629,2-HIGH,Clerk#65,1,Order 86030 comment
86031,39810,F,330501.78,19930323,4-NOT SPECIFIED,Clerk#28,1,Order 86031 comment
86032,38482,P,59426.39,19930811,2-HIGH,Clerk#68,0,Order 86032 comment
86033,10804,O,264431.03,19930315,5-LOW,Clerk#51,0,Order 86033 comment
86034,45673,P,219621.01,19950306,3-MEDIUM,Clerk#22,0,Order 86034 comment
86035,12102,P,306904.57,19961211,5-LOW,Clerk#41,0,Order 86035 comment
86036,35351,O,75213.04,19961231,5-LOW,Clerk#12,0,Order 86036 comment
86037,20297,F,362909.7,19940507,5-LOW,Clerk#1,1,Order 86037 comment
86038,26951,P,490132.56,19920428,4-NOT SPECIFIED,Clerk#13,0,Order 86038 comment
86039,20989,F,285476.12,19970226,4-NOT SPECIFIED,Clerk#84,1,Order 86039 comment
86040,30988,F,452632.09,19930721,1-URGENT,Clerk#8,1,Order 86040 comment
86041,16887,F,364903.98,19941001,3-MEDIUM,Clerk#22,1,Order 86041 comment
86042,4452,P,463306.03,19941229,2-HIGH,Clerk#31,1,Order 86042 comment
86043,17374,F,135640.33,19920112,5-LOW,Clerk#73,0,Order 86043 comment
86044,47555,O,318204.98,19920713,1-URGENT,Clerk#96,1,Order 86044 comment
86045,7558,O,31431.71,19960713,3-MEDIUM,Clerk#50,1,Order 86045 comment
86046,12781,F,70030.95,19920327,5-LOW,Clerk#8,1,Order 86046 comment
86047,235,P,49330.25,19941129,2-HIGH,Clerk#60,1,Order 86047 comment
86048,9745,O,266613.87,19950822,1-URGENT,Clerk#33,0,Order 86048 comment
86049,47696,O,228613.12,19970605,2-HIGH,Clerk#52,1,Order 86049 comment
86050,16541,P,357953.63,19951225,5-LOW,Clerk#4,1,Order 86050 comment
86051,285,F,236886.33,19950328,2-HIGH,Clerk#24,1,Order 86051 comment
86052,48071,O,402639.41,19920803,1-URGENT,Clerk#39,0,Order 86052 comment
86053,36387,F,446039.63,19930418,4-NOT SPECIFIED,Clerk#17,0,Order 86053 comment
86054,21678,P,263240.57,19970321,2-HIGH,Clerk#19,1,Order 86054 comment
86055,3108,F,76259.12,19960215,3-MEDIUM,Clerk#1,1,Order 86055 comment
86056,45192,F,33749.86,19930502,3-MEDIUM,Clerk#55,0,Order 86056 comment
86057,8568,P,457459.13,19940120,2-HIGH,Clerk#92,1,Order 86057 comment
86058,28831,P,429272.72,19950429,1-URGENT,Clerk#59,1,Order 86058 comment
86059,39279,O,169799.97,19941018,5-LOW,Clerk#30,1,Order 86059 comment
86060,19409,P,410872.27,19971120,2-HIGH,Clerk#65,1,Order 86060 comment
86061,25389,O,130775.53,19931209,3-MEDIUM,Clerk#92,0,Order 86061 comment
86062,21817,F,459519.78,19931024,5-LOW,Clerk#9,1,Order 86062 comment
86063,22238,O,357553.72,19941025,3-MEDIUM,Clerk#73,0,Order 86063 comment
86064,25590,P,219735.84,19961104,4-NOT SPECIFIED,Clerk#69,1,Order 86064 comment
86065,13551,O,384948.91,19950819,2-HIGH,Clerk#68,0,Order 86065 comment
86066,33403,F,76991.8,19940619,5-LOW,Clerk#86,1,Order 86066 comment
86067,39345,F,221623.12,19940930,5-LOW,Clerk#94,1,Order 86067 comment
86068,18656,F,444969.87,19950527,5-LOW,Clerk#99,0,Order 86068 comment
86069,40181,P,246440.26,19951007,1-URGENT,Clerk#62,0,Order 86069 comment
86070,48822,F,48939.57,19960226,4-NOT SPECIFIED,Clerk#10,0,Order 86070 comment
86071,39889,F,228053.4,19940827,2-HIGH,Clerk#21,1,Order 86071 comment
86072,16103,F,380648.4,19970513,1-URGENT,Clerk#40,0,Order 86072 comment
86073,37906,O,340970.84,19940215,2-HIGH,Clerk#11,1,Order 86073 comment
86074,31844,P,375142.64,19930516,1-URGENT,Clerk#73,0,Order 86074 comment
86075,9419,F,384950.44,19920914,5-LOW,Clerk#59,1,Order 86075 comment
86076,43963,O,92370.18,19931125,1-URGENT,Clerk#38,0,Order 86076 comment
86077,46354,F,128030.21,19950715,4-NOT SPECIFIED,Clerk#83,1,Order 86077 comment
86078,22247,P,275569.63,19930301,5-LOW,Clerk#58,1,Order 86078 comment
86079,16628,F,354247.38,19981109,2-HIGH,Clerk#32,1,Order 86079 comment
86080,34383,F,70185.58,19961206,2-HIGH,Clerk#23,1,Order 86080 comment
86081,40361,F,381470.13,19940618,2-HIGH,Clerk#43,1,Order 86081 comment
86082,34329,O,189016.01,19970429,5-LOW,Clerk#65,1,Order 86082 comment
86083,46175,O,71268.75,19980602,5-LOW,Clerk#97,1,Order 86083 comment
86084,27896,F,183393.99,19950406,4-NOT SPECIFIED,Clerk#37,0,Order 86084 comment
86085,37847,P,238078.82,19980506,2-HIGH,Clerk#29,1,Order 86085 comment
86086,9719,F,470371.72,19950209,5-LOW,Clerk#40,0,Order 86086 comment
86087,38232,F,27592.28,19980622,1-URGENT,Clerk#71,0,Order 86087 comment
86088,21550,O,151952.67,19970929,1-URGENT,Clerk#50,1,Order 86088 comment
86089,25417,P,357535.74,19970724,3-MEDIUM,Clerk#19,1,Order 86089 comment
86090,22724,O,249823.91,19980518,3-MEDIUM,Clerk#16,0,Order 86090 comment
86091,24886,P,68096.24,19941219,3-MEDIUM,Clerk#31,1,Order 86091 comment
86092,19926,O,168406.5,19961024,5-LOW,Clerk#84,1,Order 86092 comment
86093,10360,F,216120.59,19970218,1-URGENT,Clerk#97,1,Order 86093 comment
86094,46196,F,384521.15,19961114,1-URGENT,Clerk#21,0,Order 86094 comment
86095,32420,F,8873.95,19920509,1-URGENT,Clerk#65,1,Order 86095 comment
86096,41666,P,247254.5,19940707,5-LOW,Clerk#16,1,Order 86096 comment
86097,35645,P,314991.6,19920930,5-LOW,Clerk#48,0,Order 86097 comment
86098,25438,F,456014.26,19960811,5-LOW,Clerk#61,1,Order 86098 comment
86099,11812,P,129491.55,19930808,2-HIGH,Clerk#29,0,Order 86099 comment
86100,4121,F,62334.12,19960120,5-LOW,Clerk#57,1,Order 86100 comment
86101,49474,O,97756.15,19950413,2-HIGH,Clerk#32,1,Order 86101 comment
86102,1858,F,246081.09,19930327,4-NOT SPECIFIED,Clerk#9,1,Order 86102 comment
86103,8814,P,287170.3,19930107,1-URGENT,Clerk#66,0,Order 86103 comment
86104,8478,P,173794.63,19970717,3-MEDIUM,Clerk#58,1,Order 86104 comment
86105,40327,F,350095.98,19970913,1-URGENT,Clerk#51,0,Order 86105 comment
86106,13760,P,129670.85,19951118,4-NOT SPECIFIED,Clerk#24,1,Order 86106 comment
86107,3063,O,54083.81,19941119,1-URGENT,Clerk#91,1,Order 86107 comment
86108,24503,O,325055.13,19971209,3-MEDIUM,Clerk#19,1,Order 86108 comment
86109,39534,F,69600.73,19980323,2-HIGH,Clerk#46,0,Order 86109 comment
86110,26094,O,149535.5,19980223,5-LOW,Clerk#24,1,Order 86110 comment
86111,1751,F,196158.72,19961113,3-MEDIUM,Clerk#35,0,Order 86111 comment
86112,47696,O,171335.59,19931206,4-NOT SPECIFIED,Clerk#74,1,Order 86112 comment
86113,9978,P,470719.03,19960406,5-LOW,Clerk#79,1,Order 86113 comment
86114,18389,P,413539.11,19980609,2-HIGH,Clerk#97,0,Order 86114 comment
86115,30154,O,368351.01,19970921,2-HIGH,Clerk#46,1,Order 86115 comment
86116,42895,O,161785.6,19981122,2-HIGH,Clerk#32,0,Order 86116 comment
86117,39547,F,224389.83,19921111,2-HIGH,Clerk#72,0,Order 86117 comment
86118,7770,O,475141.27,19920229,1-URGENT,Clerk#60,1,Order 86118 comment
86119,38631,O,379041.25,19930923,1-URGENT,Clerk#16,0,Order 86119 comment
86120,40088,P,131977.92,19971121,2-HIGH,Clerk#22,1,Order 86120 comment
86121,43254,P,136903.15,19920221,5-LOW,Clerk#56,1,Order 86121 comment
86122,34105,P,225138.31,19960318,1-URGENT,Clerk#27,1,Order 86122 comment
86123,34320,O,143500.31,19940722,3-MEDIUM,Clerk#71,1,Order 86123 comment
86124,29310,P,163209.53,19980616,4-NOT SPECIFIED,Clerk#45,0,Order 86124 comment
86125,45068,F,230700.19,19961108,1-URGENT,Clerk#26,0,Order 86125 comment
86126,2556,O,356996.75,19980517,2-HIGH,Clerk#40,1,Order 86126 comment
86127,6868,P,215638.56,19981130,3-MEDIUM,Clerk#39,0,Order 86127 comment
86128,12147,P,481706.58,19951002,2-HIGH,Clerk#14,0,Order 86128 comment
86129,40145,O,369940.81,19950117,2-HIGH,Clerk#5,0,Order 86129 comment
86130,26645,P,285297.02,19960512,3-MEDIUM,Clerk#77,1,Order 86130 comment
86131,17523,F,488677.26,19960828,1-URGENT,Clerk#19,1,Order 86131 comment
86132,45508,F,37525.75,19950209,1-URGENT,Clerk#28,0,Order 86132 comment
86133,8773,P,245365.94,19980114,1-URGENT,Clerk#61,0,Order 86133 comment
86134,26493,O,264614.09,19930312,3-MEDIUM,Clerk#1,0,Order 86134 comment
86135,26735,O,205297.41,19971015,1-URGENT,Clerk#28,1,Order 86135 comment
86136,5040,P,86788.03,19940705,3-MEDIUM,Clerk#40,0,Order 86136 comment
86137,31553,O,359033.85,19960106,2-HIGH,Clerk#71,1,Order 86137 comment
86138,22958,F,323995.15,19931113,3-MEDIUM,Clerk#68,0,Order 86138 comment
86139,6323,P,392401.62,19941204,1-URGENT,Clerk#96,1,Order 86139 comment
86140,19680,O,362524.58,19950106,3-MEDIUM,Clerk#90,0,Order 86140 comment
86141,40347,O,166015.54,19930725,1-URGENT,Clerk#36,1,Order 86141 comment
86142,10549,P,179341.14,19930119,1-URGENT,Clerk#95,0,Order 86142 comment
86143,459,P,282089.78,19971218,1-URGENT,Clerk#40,0,Order 86143 comment
86144,29814,O,12739.31,19960713,3-MEDIUM,Clerk#9,1,Order 86144 comment
86145,37806,F,402679.64,19940914,2-HIGH,Clerk#77,1,Order 86145 comment
86146,25040,F,309843.78,19930306,4-NOT SPECIFIED,Clerk#72,0,Order 86146 comment
86147,34257,P,110291.19,19960426,4-NOT SPECIFIED,Clerk#53,1,Order 86147 comment
86148,11804,F,415494.46,19960913,2-HIGH,Clerk#76,0,Order 86148 comment
86149,3217,O,196044.89,19940428,2-HIGH,Clerk#37,0,Order 86149 comment
86150,17062,P,368846.91,19921018,3-MEDIUM,Clerk#80,0,Order 86150 comment
86151,48880,P,393349.28,19960627,4-NOT SPECIFIED,Clerk#40,0,Order 86151 comment
86152,1485,F,136070.15,19961117,5-LOW,Clerk#72,0,Order 86152 comment
86153,4913,P,217669.05,19940226,2-HIGH,Clerk#29,1,Order 86153 comment
86154,45220,O,136111.86,19960419,2-HIGH,Clerk#29,1,Order 86154 comment
86155,21912,F,433599.02,19960113,1-URGENT,Clerk#78,1,Order 86155 comment
86156,23269,O,103813.91,19950922,3-MEDIUM,Clerk#85,0,Order 86156 comment
86157,39172,O,346582.11,19920416,1-URGENT,Clerk#12,0,Order 86157 comment
86158,27889,O,28617.84,19950511,2-HIGH,Clerk#82,1,Order 86158 comment
86159,11775,P,189784.92,19960122,3-MEDIUM,Clerk#58,0,Order 86159 comment
86160,7558,P,344309.57,19951029,1-URGENT,Clerk#19,1,Order 86160 comment
86161,37631,O,466998.96,19921224,3-MEDIUM,Clerk#66,0,Order 86161 comment
86162,15327,F,441388.23,19921106,2-HIGH,Clerk#12,0,Order 86162 comment
86163,24002,P,297042.84,19920531,1-URGENT,Clerk#57,1,Order 86163 comment
86164,25389,O,89607.47,19920722,2-HIGH,Clerk#56,0,Order 86164 comment
86165,31340,O,42724.54,19940627,2-HIGH,Clerk#55,0,Order 86165 comment
86166,16168,P,429260.79,19941227,1-URGENT,Clerk#17,0,Order 86166 comment
86167,42400,O,235646.92,19980508,5-LOW,Clerk#83,0,Order 86167 comment
86168,5908,F,279874.43,19920604,4-NOT SPECIFIED,Clerk#25,1,Order 86168 comment
86169,25731,F,164779.38,19970123,3-MEDIUM,Clerk#62,1,Order 86169 comment
86170,23992,P,28417.78,19970907,3-MEDIUM,Clerk#72,0,Order 86170 comment
86171,27656,F,304901.24,19971129,5-LOW,Clerk#42,1,Order 86171 comment
86172,19670,P,194189.32,19930302,1-URGENT,Clerk#87,1,Order 86172 comment
86173,17729,F,469792.09,19980726,5-LOW,Clerk#77,0,Order 86173 comment
86174,46027,F,317987.64,19980610,3-MEDIUM,Clerk#75,1,Order 86174 comment
86175,8136,F,126190.18,19970909,2-HIGH,Clerk#54,1,Order 86175 comment
86176,11021,O,129035.92,19970119,2-HIGH,Clerk#38,1,Order 86176 comment
86177,18917,F,479565.59,19950203,3-MEDIUM,Clerk#3,1,Order 86177 comment
86178,40784,F,191055.78,19981205,3-MEDIUM,Clerk#54,1,Order 86178 comment
86179,7461,P,391685.08,19960508,1-URGENT,Clerk#9,0,Order 86179 comment
86180,7785,O,90885.02,19961223,2-HIGH,Clerk#40,0,Order 86180 comment
86181,21870,P,285808.39,19960828,3-MEDIUM,Clerk#72,0,Order 86181 comment
86182,33727,P,134792.56,19980911,4-NOT SPECIFIED,Clerk#1,0,Order 86182 comment
86183,21456,O,457236.22,19980910,1-URGENT,Clerk#19,0,Order 86183 comment
86184,12979,P,102373.49,19940321,4-NOT SPECIFIED,Clerk#80,0,Order 86184 comment
86185,44969,O,152733.71,19941004,4-NOT SPECIFIED,Clerk#22,1,Order 86185 comment
86186,45753,O,159030.95,19920826,3-MEDIUM,Clerk#70,0,Order 86186 comment
86187,27046,F,148518.99,19920322,5-LOW,Clerk#69,0,Order 86187 comment
86188,33860,P,354024.02,19930701,2-HIGH,Clerk#23,1,Order 86188 comment
86189,15677,F,189030.57,19971231,1-URGENT,Clerk#18,1,Order 86189 comment
86190,22575,P,247585.82,19951001,1-URGENT,Clerk#39,0,Order 86190 comment
86191,39313,F,80823.8,19970109,2-HIGH,Clerk#39,0,Order 86191 comment
86192,39526,O,194981.8,19981215,5-LOW,Clerk#66,1,Order 86192 comment
86193,12785,P,408212.15,19931209,1-URGENT,Clerk#29,0,Order 86193 comment
86194,18339,P,452131.61,19921110,4-NOT SPECIFIED,Clerk#48,0,Order 86194 comment
86195,4613,O,408170.42,19950614,4-NOT SPECIFIED,Clerk#65,1,Order 86195 comment
86196,49235,F,4041.38,19970421,5-LOW,Clerk#6,0,Order 86196 comment
86197,28899,P,5823.65,19970501,1-URGENT,Clerk#37,0,Order 86197 comment
86198,13517,O,235114.71,19930527,1-URGENT,Clerk#46,0,Order 86198 comment
86199,33375,F,312970.04,19921228,2-HIGH,Clerk#4,0,Order 86199 comment
86200,48850,P,210153.73,19971008,3-MEDIUM,Clerk#37,0,Order 86200 comment
86201,18917,P,436161.73,19940726,3-MEDIUM,Clerk#64,0,Order 86201 comment
86202,23999,F,107625.85,19930528,1-URGENT,Clerk#72,0,Order 86202 comment
86203,41540,O,75602.15,19950602,5-LOW,Clerk#6,1,Order 86203 comment
86204,27724,O,310284.57,19980805,1-URGENT,Clerk#4,1,Order 86204 comment
86205,17837,F,103764.12,19931114,4-NOT SPECIFIED,Clerk#61,0,Order 86205 comment
86206,25982,F,423310.13,19951011,1-URGENT,Clerk#58,0,Order 86206 comment
86207,37805,P,165170.07,19960925,3-MEDIUM,Clerk#38,1,Order 86207 comment
86208,14294,O,382059.28,19920323,1-URGENT,Clerk#71,0,Order 86208 comment
86209,8070,O,162281.73,19921227,2-HIGH,Clerk#7,0,Order 86209 comment
86210,2068,O,482441.57,19931215,1-URGENT,Clerk#12,1,Order 86210 comment
86211,31792,F,39321.24,19950114,2-HIGH,Clerk#67,0,Order 86211 comment
86212,21982,P,105024.58,19980223,3-MEDIUM,Clerk#17,1,Order 86212 comment
86213,35982,F,100648.75,19940616,3-MEDIUM,Clerk#32,1,Order 86213 comment
86214,40696,O,261187.05,19940925,1-URGENT,Clerk#28,0,Order 86214 comment
86215,47878,F,422783.89,19961130,1-URGENT,Clerk#70,1,Order 86215 comment
86216,7029,P,21871.85,19930112,4-NOT SPECIFIED,Clerk#64,0,Order 86216 comment
86217,45372,F,401477.22,19940629,1-URGENT,Clerk#24,1,Order 86217 comment
86218,25967,O,11030.58,19960728,3-MEDIUM,Clerk#69,1,Order 86218 comment
86219,14384,F,64653.0,19940805,2-HIGH,Clerk#36,1,Order 86219 comment
86220,20134,F,444753.1,19970308,4-NOT SPECIFIED,Clerk#22,0,Order 86220 comment
86221,7562,F,169504.24,19980703,4-NOT SPECIFIED,Clerk#75,1,Order 86221 comment
86222,13524,P,465711.45,19980603,5-LOW,Clerk#35,1,Order 86222 comment
86223,277,P,431056.0,19960116,5-LOW,Clerk#67,0,Order 86223 comment
86224,34169,O,95487.85,19960410,5-LOW,Clerk#5,0,Order 86224 comment
86225,22222,P,10945.05,19970705,2-HIGH,Clerk#21,0,Order 86225 comment
86226,8578,O,467779.62,19970429,2-HIGH,Clerk#47,0,Order 86226 comment
86227,6485,P,409599.31,19950127,3-MEDIUM,Clerk#84,1,Order 86227 comment
86228,4650,F,6998.32,19941007,3-MEDIUM,Clerk#80,0,Order 86228 comment
86229,12253,F,478718.36,19960424,3-MEDIUM,Clerk#86,0,Order 86229 comment
86230,18384,F,172086.58,19950522,4-NOT SPECIFIED,Clerk#78,0,Order 86230 comment
86231,9097,P,342163.06,19930201,4-NOT SPECIFIED,Clerk#99,1,Order 86231 comment
86232,27032,O,115677.81,19940710,4-NOT SPECIFIED,Clerk#69,0,Order 86232 comment
86233,46589,F,191693.95,19930415,1-URGENT,Clerk#42,0,Order 86233 comment
86234,48884,O,212573.2,19920502,2-HIGH,Clerk#76,0,Order 86234 comment
86235,30543,P,258355.7,19981218,5-LOW,Clerk#3,0,Order 86235 comment
86236,32827,O,368831.49,19960928,3-MEDIUM,Clerk#2,0,Order 86236 comment
86237,8112,F,289648.64,19961220,5-LOW,Clerk#8,0,Order 86237 comment
86238,46048,F,407011.67,19940316,2-HIGH,Clerk#59,1,Order 86238 comment
86239,15321,P,176177.26,19961108,1-URGENT,Clerk#32,1,Order 86239 comment
86240,28544,P,149028.92,19920417,1-URGENT,Clerk#5,0,Order 86240 comment
86241,41039,O,403084.68,19930307,4-NOT SPECIFIED,Clerk#51,0,Order 86241 comment
86242,6376,O,64155.11,19921110,3-MEDIUM,Clerk#73,1,Order 86242 comment
86243,1733,O,108430.46,19941009,2-HIGH,Clerk#97,0,Order 86243 comment
86244,11976,P,251838.78,19950812,4-NOT SPECIFIED,Clerk#38,1,Order 86244 comment
86245,36308,O,397118.57,19920708,2-HIGH,Clerk#59,1,Order 86245 comment
86246,33013,P,431724.36,19950311,4-NOT SPECIFIED,Clerk#58,0,Order 86246 comment
86247,27803,F,100274.17,19921018,3-MEDIUM,Clerk#24,0,Order 86247 comment
86248,22357,O,417994.26,19931009,4-NOT SPECIFIED,Clerk#48,1,Order 86248 comment
86249,36525,P,108243.51,19980118,4-NOT SPECIFIED,Clerk#19,0,Order 86249 comment
86250,1736,O,273914.32,19971103,3-MEDIUM,Clerk#23,1,Order 86250 comment
86251,8399,F,1651.52,19941127,5-LOW,Clerk#10,0,Order 86251 comment
86252,18378,O,273914.6,19930331,3-MEDIUM,Clerk#61,0,Order 86252 comment
86253,43114,F,395404.17,19940801,4-NOT SPECIFIED,Clerk#41,1,Order 86253 comment
86254,9091,O,246127.38,19981214,2-HIGH,Clerk#11,1,Order 86254 comment
86255,21540,O,98726.43,19971105,2-HIGH,Clerk#32,0,Order 86255 comment
86256,38413,P,265619.49,19940119,1-URGENT,Clerk#68,1,Order 86256 comment
86257,30521,F,373107.75,19931018,3-MEDIUM,Clerk#68,0,Order 86257 comment
86258,27738,F,67804.04,19981101,5-LOW,Clerk#16,0,Order 86258 comment
86259,29839,O,307567.2,19950822,2-HIGH,Clerk#81,1,Order 86259 comment
86260,36546,P,185184.98,19980309,2-HIGH,Clerk#45,1,Order 86260 comment
86261,42804,O,69861.77,19930618,1-URGENT,Clerk#94,1,Order 86261 comment
86262,4365,F,322045.72,19980418,5-LOW,Clerk#83,1,Order 86262 comment
86263,13664,P,162294.43,19981124,3-MEDIUM,Clerk#55,0,Order 86263 comment
86264,18057,O,30855.48,19970307,5-LOW,Clerk#58,0,Order 86264 comment
86265,27208,F,86321.15,19980930,5-LOW,Clerk#47,1,Order 86265 comment
86266,40969,F,140792.45,19951204,1-URGENT,Clerk#39,0,Order 86266 comment
86267,541,F,237561.45,19950414,1-URGENT,Clerk#10,1,Order 86267 comment
86268,2860,P,372744.02,19970815,5-LOW,Clerk#57,1,Order 86268 comment
86269,28283,P,53622.51,19920717,3-MEDIUM,Clerk#99,1,Order 86269 comment
86270,24066,P,465560.51,19970122,5-LOW,Clerk#26,1,Order 86270 comment
